COSING Ref No,INCI name,INN name,Ph. Eur. Name,CAS No,Chem/IUPAC Name / Description,Restriction,Function,Update Date
77948,PEG-20 DIOLEATE,,, 9005-07-6,"Poly(oxy-1,2-ethanediyl), .alpha.-(1-oxo-9-octadecenyl)-.omega.-[(1-oxo-9-octadecenyl)oxy]-, (Z,Z)- (20 mol EO average molar ratio)",,EMULSIFYING,15/10/2010
57920,PEG-3 DIOLEATE,,, 9005-07-6,"Poly(oxy-1,2-ethanediyl), .alpha.-(1-oxo-9-octadecenyl)-.omega.-[(1-oxo-9-octadecenyl)oxy]-, (Z,Z)- (3 mol EO average molar ratio)",,EMULSIFYING,15/10/2010
78307,PEG-32 DIOLEATE,,, 9005-07-6,"Poly(oxy-1,2-ethanediyl), .alpha.-(1-oxo-9-octadecenyl)-.omega.-[(1-oxo-9-octadecenyl)oxy]-, (Z,Z)- (32 mol EO average molar ratio)",,EMULSIFYING,15/10/2010
78326,PEG-4 DIOLEATE,,, 9005-07-6,"Poly(oxy-1,2-ethanediyl), .alpha.-(1-oxo-9-octadecenyl)-.omega.-[(1-oxo-9-octadecenyl)oxy]-, (Z,Z)- (4 mol EO average molar ratio)",,EMULSIFYING,15/10/2010
77124,PEG-6 DIOLEATE,,, 9005-07-6,"Poly(oxy-1,2-ethanediyl), .alpha.-(1-oxo-9-octadecenyl)-.omega.-[(1-oxo-9-octadecenyl)oxy]-, (Z,Z)- (6 mol EO average molar ratio)",,EMULSIFYING,15/10/2010
77288,PEG-75 DIOLEATE,,, 9005-07-6,"Poly(oxy-1,2-ethanediyl), .alpha.-(1-oxo-9-octadecenyl)-.omega.-[(1-oxo-9-octadecenyl)oxy]-, (Z,Z)- (75 mol EO average molar ratio)",,"EMULSIFYING, SURFACTANT",24/01/2011
77378,PEG-8 DIOLEATE,,, 9005-07-6,"Poly(oxy-1,2-ethanediyl), .alpha.-(1-oxo-9-octadecenyl)-.omega.-[(1-oxo-9-octadecenyl)oxy]-, (Z,Z)- (8 mol EO average molar ratio)",,EMULSIFYING,15/10/2010
77466,PEG-12 DILAURATE,,, 9005-02-1,"Poly(oxy-1,2-ethanediyl), .alpha.-(1-oxododecyl)-.omega.-[(1-oxododecyl)oxy]- (12 mol EO average molar ratio)",,EMULSIFYING,15/10/2010
77713,PEG-150 DILAURATE,,, 9005-02-1,"Poly(oxy-1,2-ethanediyl), .alpha.-(1-oxododecyl)-.omega.-[(1-oxododecyl)oxy]- (150 mol EO average molar ratio)",,"EMULSIFYING, SURFACTANT",24/01/2011
57578,PEG-16 DILAURATE,,, 9005-02-1,"Poly(oxy-1,2-ethanediyl), .alpha.-(1-oxododecyl)-.omega.-[(1-oxododecyl)oxy]- (16 mol EO average molar ratio)",,EMULSIFYING,15/10/2010
77819,PEG-2 DILAURATE,,, 9005-02-1,"Poly(oxy-1,2-ethanediyl), .alpha.-(1-oxododecyl)-.omega.-[(1-oxododecyl)oxy]- (2 mol EO average molar ratio)",,EMULSIFYING,15/10/2010
77947,PEG-20 DILAURATE,,, 9005-02-1,"Poly(oxy-1,2-ethanediyl), .alpha.-(1-oxododecyl)-.omega.-[(1-oxododecyl)oxy]- (20 mol EO average molar ratio)",,EMULSIFYING,15/10/2010
78306,PEG-32 DILAURATE,,, 9005-02-1,"Poly(oxy-1,2-ethanediyl), .alpha.-(1-oxododecyl)-.omega.-[(1-oxododecyl)oxy]- (32 mol EO average molar ratio)",,EMULSIFYING,15/10/2010
78325,PEG-4 DILAURATE,,, 9005-02-1,"Poly(oxy-1,2-ethanediyl), .alpha.-(1-oxododecyl)-.omega.-[(1-oxododecyl)oxy]- (4 mol EO average molar ratio)",,EMULSIFYING,15/10/2010
77123,PEG-6 DILAURATE,,, 9005-02-1,"Poly(oxy-1,2-ethanediyl), .alpha.-(1-oxododecyl)-.omega.-[(1-oxododecyl)oxy]- (6 mol EO average molar ratio)",,EMULSIFYING,15/10/2010
77287,PEG-75 DILAURATE,,, 9005-02-1,"Poly(oxy-1,2-ethanediyl), .alpha.-(1-oxododecyl)-.omega.-[(1-oxododecyl)oxy]- (75 mol EO average molar ratio)",,"EMULSIFYING, SURFACTANT",24/01/2011
77377,PEG-8 DILAURATE,,, 9005-02-1,"Poly(oxy-1,2-ethanediyl), .alpha.-(1-oxododecyl)-.omega.-[(1-oxododecyl)oxy]- (8 mol EO average molar ratio)",,EMULSIFYING,15/10/2010
79063,STEARETH-5,,, 9005-00-9 (Generic) / 71093-13-5,"Poly(oxy-1,2-ethanediyl), .alpha.-octadecyl-.omega.-hydroxy",,"EMULSIFYING, SURFACTANT",15/10/2010
79067,STEARETH-7,,, 9005-00-9 (Generic) / 66146-84-7,"Poly(oxy-1,2-ethanediyl), .alpha.-octadecyl-.omega.-hydroxy",,"EMULSIFYING, SURFACTANT",15/10/2010
79061,STEARETH-4,,, 9005-00-9 (Generic) / 59970-10-4,"Poly(oxy-1,2-ethanediyl), .alpha.-octadecyl-.omega.-hydroxy",,"EMULSIFYING, SURFACTANT",15/10/2010
79059,STEARETH-3,,, 9005-00-9 (Generic) / 4439-32-1,"Poly(oxy-1,2-ethanediyl), .alpha.-octadecyl-.omega.-hydroxy",,"EMULSIFYING, SURFACTANT",15/10/2010
79066,STEARETH-6,,, 9005-00-9 (Generic) / 2420-29-3,"Poly(oxy-1,2-ethanediyl), .alpha.-octadecyl-.omega.-hydroxy",,"EMULSIFYING, SURFACTANT",15/10/2010
78990,STEARETH-2,,, 9005-00-9 (Generic) / 16057-43-5,"Poly(oxy-1,2-ethanediyl), .alpha.-octadecyl-.omega.-hydroxy",,"EMULSIFYING, SURFACTANT",15/10/2010
78982,STEARETH-10,,, 9005-00-9 (Generic) / 13149-86-5,"Poly(Oxy-1,2-Ethanediyl), .alpha.-Octadecyl-.omega.-Hydroxy",,"EMULSIFYING, REFATTING, SURFACTANT",15/10/2010
78984,STEARETH-100,,, 9005-00-9 (Generic),"Poly(oxy-1,2-ethanediyl), .alpha.-octadecyl-.omega.-hydroxy",,"GEL FORMING, SURFACTANT",15/10/2010
78985,STEARETH-11,,, 9005-00-9 (Generic),"Poly(oxy-1,2-ethanediyl), .alpha.-octadecyl-.omega.-hydroxy",,"EMULSIFYING, SURFACTANT",15/10/2010
78986,STEARETH-13,,, 9005-00-9 (Generic),"Poly(oxy-1,2-ethanediyl), .alpha.-octadecyl-.omega.-hydroxy",,"EMULSIFYING, SURFACTANT",15/10/2010
78987,STEARETH-14,,, 9005-00-9 (Generic),"Poly(oxy-1,2-ethanediyl), .alpha.-octadecyl-.omega.-hydroxy",,"EMULSIFYING, SURFACTANT",15/10/2010
78988,STEARETH-15,,, 9005-00-9 (Generic),"Poly(oxy-1,2-ethanediyl), .alpha.-octadecyl-.omega.-hydroxy",,"CLEANSING, EMULSIFYING, SURFACTANT",15/10/2010
78989,STEARETH-16,,, 9005-00-9 (Generic),"Poly(oxy-1,2-ethanediyl), .alpha.-octadecyl-.omega.-hydroxy",,"CLEANSING, EMULSIFYING, SURFACTANT",15/10/2010
78992,STEARETH-20,,, 9005-00-9 (Generic),"Poly(oxy-1,2-ethanediyl), .alpha.-octadecyl-.omega.-hydroxy",,"CLEANSING, EMULSIFYING, SURFACTANT",15/10/2010
79291,STEARETH-21,,, 9005-00-9 (Generic),"Poly(oxy-1,2-ethanediyl), .alpha.-octadecyl-.omega.-hydroxy",,"CLEANSING, EMULSIFYING, SURFACTANT",15/10/2010
79057,STEARETH-25,,, 9005-00-9 (Generic),"Poly(oxy-1,2-ethanediyl), .alpha.-octadecyl-.omega.-hydroxy",,"CLEANSING, EMULSIFYING, SURFACTANT",15/10/2010
79058,STEARETH-27,,, 9005-00-9 (Generic),"Poly(oxy-1,2-ethanediyl), .alpha.-octadecyl-.omega.-hydroxy",,"CLEANSING, SURFACTANT",15/10/2010
79060,STEARETH-30,,, 9005-00-9 (Generic),"Poly(oxy-1,2-ethanediyl), .alpha.-octadecyl-.omega.-hydroxy",,"CLEANSING, GEL FORMING, SURFACTANT",15/10/2010
79062,STEARETH-40,,, 9005-00-9 (Generic),"Poly(oxy-1,2-ethanediyl), .alpha.-octadecyl-.omega.-hydroxy",,"CLEANSING, GEL FORMING, SURFACTANT",15/10/2010
79065,STEARETH-50,,, 9005-00-9 (Generic),"Poly(oxy-1,2-ethanediyl), .alpha.-octadecyl-.omega.-hydroxy",,"CLEANSING, GEL FORMING, SURFACTANT",15/10/2010
79068,STEARETH-8,,, 9005-00-9 (Generic),"Poly(oxy-1,2-ethanediyl), .alpha.-octadecyl-.omega.-hydroxy- (8 mol EO average molar ratio)",,"EMULSIFYING, SURFACTANT",15/10/2010
79069,STEARETH-80,,, 9005-00-9 (Generic),"Poly(oxy-1,2-ethanediyl), .alpha.-octadecyl-.omega.-hydroxy- (80 mol EO average molar ratio)",,"CLEANSING, SURFACTANT",15/10/2010
77367,PEG-10 STEARATE,,, 9004-99-3,"Poly(oxy-1,2-ethanediyl), .alpha.-(1-oxooctadecyl)-.omega.-hydroxy- (10 mol EO average molar ratio)",,"EMULSIFYING, SURFACTANT",15/10/2010
77453,PEG-100 STEARATE,,, 9004-99-3,"Poly(oxy-1,2-ethanediyl), .alpha.-(1-oxooctadecyl)-.omega.-hydroxy- (100 mol EO average molar ratio)",,SURFACTANT,15/10/2010
77541,PEG-12 STEARATE,,, 9004-99-3,"Poly(oxy-1,2-ethanediyl), .alpha.-(1-oxooctadecyl)-.omega.-hydroxy- (12 mol EO average molar ratio)",,EMULSIFYING,15/10/2010
77547,PEG-120 STEARATE,,, 9004-99-3,"Poly(oxy-1,2-ethanediyl), .alpha.-(1-oxooctadecyl)-.omega.-hydroxy- (120 mol EO average molar ratio)",,SURFACTANT,15/10/2010
77558,PEG-14 STEARATE,,, 9004-99-3,"Poly(oxy-1,2-ethanediyl), .alpha.-(1-oxooctadecyl)-.omega.-hydroxy- (14 mol EO average molar ratio)",,EMULSIFYING,15/10/2010
57572,PEG-15 STEARATE,,, 9004-99-3,"Poly(oxy-1,2-ethanediyl), .alpha.-(1-oxooctadecyl)-.omega.-hydroxy- (15 mol EO average molar ratio)",,EMULSIFYING,15/10/2010
77720,PEG-150 STEARATE,,, 9004-99-3,"Poly(oxy-1,2-ethanediyl), .alpha.-(1-oxooctadecyl)-.omega.-hydroxy- (150 mol EO average molar ratio)",,SURFACTANT,15/10/2010
77811,PEG-18 STEARATE,,, 9004-99-3,"Poly(oxy-1,2-ethanediyl), .alpha.-(1-oxooctadecyl)-.omega.-hydroxy- (18 mol EO average molar ratio)",,EMULSIFYING,15/10/2010
78054,PEG-20 STEARATE,,, 9004-99-3,"Poly(oxy-1,2-ethanediyl), .alpha.-(1-oxooctadecyl)-.omega.-hydroxy- (20 mol EO average molar ratio)",,"EMULSIFYING, HUMECTANT, SURFACTANT",24/01/2011
78119,PEG-23 STEARATE,,, 9004-99-3,"Poly(oxy-1,2-ethanediyl), .alpha.-(1-oxooctadecyl)-.omega.-hydroxy- (23 mol EO average molar ratio)",,"EMULSIFYING, SURFACTANT",24/01/2011
78133,PEG-25 STEARATE,,, 9004-99-3,"Poly(oxy-1,2-ethanediyl), .alpha.-(1-oxooctadecyl)-.omega.-hydroxy- (25 mol EO average molar ratio)",,"EMULSIFYING, SURFACTANT",24/01/2011
78219,PEG-3 STEARATE,,, 9004-99-3,"Poly(oxy-1,2-ethanediyl), .alpha.-(1-oxooctadecyl)-.omega.-hydroxy- (3 mol EO average molar ratio)",,HUMECTANT,15/10/2010
78304,PEG-30 STEARATE,,, 9004-99-3,"Poly(oxy-1,2-ethanediyl), .alpha.-(1-oxooctadecyl)-.omega.-hydroxy- (30 mol EO average molar ratio)",,"EMULSIFYING, SURFACTANT",24/01/2011
78311,PEG-32 STEARATE,,, 9004-99-3,"Poly(oxy-1,2-ethanediyl), .alpha.-(1-oxooctadecyl)-.omega.-hydroxy- (32 mol EO average molar ratio)",,"EMULSIFYING, SURFACTANT",24/01/2011
78317,PEG-35 STEARATE,,, 9004-99-3,"Poly(oxy-1,2-ethanediyl), .alpha.-(1-oxooctadecyl)-.omega.-hydroxy- (35 mol EO average molar ratio)",,"EMULSIFYING, SURFACTANT",24/01/2011
78321,PEG-36 STEARATE,,, 9004-99-3,"Poly(oxy-1,2-ethanediyl), .alpha.-(1-oxooctadecyl)-.omega.-hydroxy- (36 mol EO average molar ratio)",,"EMULSIFYING, SURFACTANT",24/01/2011
78447,PEG-4 STEARATE,,, 9004-99-3,"Poly(oxy-1,2-ethanediyl), .alpha.-(1-oxooctadecyl)-.omega.-hydroxy- (4 mol EO average molar ratio)",,EMULSIFYING,15/10/2010
76904,PEG-40 STEARATE,macrogol ester 2000,, 9004-99-3,"Poly(oxy-1,2-ethanediyl), .alpha.-(1-oxooctadecyl)-.omega.-hydroxy- (40 mol EO average molar ratio)",,"EMULSIFYING, SURFACTANT",24/01/2011
76911,PEG-45 STEARATE,,, 9004-99-3,"Poly(oxy-1,2-ethanediyl), .alpha.-(1-oxooctadecyl)-.omega.-hydroxy- (45 mol EO average molar ratio)",,"EMULSIFYING, SURFACTANT",24/01/2011
77027,PEG-5 STEARATE,,, 9004-99-3,"Poly(oxy-1,2-ethanediyl), .alpha.-(1-oxooctadecyl)-.omega.-hydroxy- (5 mol EO average molar ratio)",,"EMULSIFYING, SURFACTANT",15/10/2010
77109,PEG-50 STEARATE,polyoxyl 50 stearate,, 9004-99-3,"Poly(oxy-1,2-ethanediyl), .alpha.-(1-oxooctadecyl)-.omega.-hydroxy- (50 mol EO average molar ratio)",,"EMULSIFYING, SURFACTANT",15/10/2010
57032,PEG-55 STEARATE,,, 9004-99-3,"Poly(oxy-1,2-ethanediyl), .alpha.-(1-oxooctadecyl)-.omega.-hydroxy- (55 mol EO average molar ratio)",,CLEANSING,15/10/2010
77211,PEG-6 STEARATE,,, 9004-99-3,"Poly(oxy-1,2-ethanediyl), .alpha.-(1-oxooctadecyl)-.omega.-hydroxy- (6 mol EO average molar ratio)",,EMULSIFYING,15/10/2010
77280,PEG-7 STEARATE,,, 9004-99-3,"Poly(oxy-1,2-ethanediyl), .alpha.-(1-oxooctadecyl)-.omega.-hydroxy- (7 mol EO average molar ratio)",,EMULSIFYING,15/10/2010
77300,PEG-75 STEARATE,,, 9004-99-3,"Poly(oxy-1,2-ethanediyl), .alpha.-(1-oxooctadecyl)-.omega.-hydroxy- (75 mol EO average molar ratio)",,SURFACTANT,15/10/2010
77398,PEG-8 STEARATE,polyoxyl 8 stearate,, 9004-99-3,"Poly(oxy-1,2-ethanediyl), .alpha.-(1-oxooctadecyl)-.omega.-hydroxy- (8 mol EO average molar ratio)",,"EMULSIFYING, HUMECTANT, SURFACTANT",15/10/2010
90124,PEG-80 STEARATE,,, 9004-99-3,PEG-80 Stearate is the polyethylene glycol ester of stearic acid,,"CLEANSING, SURFACTANT",17/02/2014
77496,PEG-9 STEARATE,,, 9004-99-3,"Poly(oxy-1,2-ethanediyl), .alpha.-(1-oxooctadecyl)-.omega.-hydroxy- (9 mol EO average molar ratio)",,EMULSIFYING,15/10/2010
77576,PEG-90 STEARATE,,, 9004-99-3,"Poly(oxy-1,2-ethanediyl), .alpha.-(1-oxooctadecyl)-.omega.-hydroxy- (90 mol EO average molar ratio)",,SURFACTANT,15/10/2010
40553,PEG OLEATE,,, 9004-98-2 (generic),"(Z)-alpha-9-Octadecenyl-omega-hydroxy-poly(oxy-1,2-ethanediyl)",,PERFUMING,02/03/2011
77915,OLETH-10,polyoxyl 10 oleyl ether,, 9004-98-2,"Poly(oxy-1,2-ethanediyl), .alpha.-9-(Z)-octadecenyl-.omega.-hydroxy (10 mol EO average molar ratio)",,"EMULSIFYING, SURFACTANT",15/10/2010
57711,OLETH-106,,, 9004-98-2,"Poly(oxy-1,2-ethanediyl), .alpha.-9-(Z)-octadecenyl-.omega.-hydroxy (106 mol EO average molar ratio)",,"CLEANSING, SURFACTANT",15/10/2010
57712,OLETH-11,,, 9004-98-2,"Poly(oxy-1,2-ethanediyl), .alpha.-9-(Z)-octadecenyl-.omega.-hydroxy (11 mol EO average molar ratio)",,"EMULSIFYING, SURFACTANT",15/10/2010
77918,OLETH-12,,, 9004-98-2,"Poly(oxy-1,2-ethanediyl), .alpha.-9-(Z)-octadecenyl-.omega.-hydroxy (12 mol EO average molar ratio)",,"EMULSIFYING, SURFACTANT",15/10/2010
77919,OLETH-15,,, 9004-98-2,"Poly(oxy-1,2-ethanediyl), .alpha.-9-(Z)-octadecenyl-.omega.-hydroxy (15 mol EO average molar ratio)",,"EMULSIFYING, SURFACTANT",15/10/2010
77920,OLETH-16,,, 9004-98-2,"Poly(oxy-1,2-ethanediyl), .alpha.-9-(Z)-octadecenyl-.omega.-hydroxy (16 mol EO average molar ratio)",,"EMULSIFYING, SURFACTANT",15/10/2010
77921,OLETH-2,,, 9004-98-2,"Poly(oxy-1,2-ethanediyl), .alpha.-9-(Z)-octadecenyl-.omega.-hydroxy (2 mol EO average molar ratio)",,"EMULSIFYING, SURFACTANT",15/10/2010
77924,OLETH-20,,, 9004-98-2,"Poly(oxy-1,2-ethanediyl), .alpha.-9-(Z)-octadecenyl-.omega.-hydroxy (20 mol EO average molar ratio)",,"CLEANSING, SURFACTANT",15/10/2010
78003,OLETH-23,,, 9004-98-2,"Poly(oxy-1,2-ethanediyl), .alpha.-9-(Z)-octadecenyl-.omega.-hydroxy (23 mol EO average molar ratio)",,"CLEANSING, SURFACTANT",15/10/2010
57779,OLETH-24,,, 9004-98-2,"Poly(oxy-1,2-ethanediyl), .alpha.-9-(Z)-octadecenyl-.omega.-hydroxy (24 mol EO average molar ratio)",,"CLEANSING, SURFACTANT",15/10/2010
78004,OLETH-25,,, 9004-98-2,"Poly(oxy-1,2-ethanediyl), .alpha.-9-(Z)-octadecenyl-.omega.-hydroxy (25 mol EO average molar ratio)",,"CLEANSING, SURFACTANT",15/10/2010
78005,OLETH-3,,, 9004-98-2,"Poly(oxy-1,2-ethanediyl), .alpha.-9-(Z)-octadecenyl-.omega.-hydroxy (3 mol EO average molar ratio)",,EMULSIFYING,15/10/2010
78008,OLETH-30,,, 9004-98-2,"Poly(oxy-1,2-ethanediyl), .alpha.-9-(Z)-octadecenyl-.omega.-hydroxy (30 mol EO average molar ratio)",,"CLEANSING, EMULSIFYING, SURFACTANT",24/01/2011
57780,OLETH-35,,, 9004-98-2,"Poly(oxy-1,2-ethanediyl), .alpha.-9-(Z)-octadecenyl-.omega.-hydroxy (35 mol EO average molar ratio)",,"CLEANSING, EMULSIFYING, SURFACTANT",24/01/2011
78009,OLETH-4,,, 9004-98-2,"Poly(oxy-1,2-ethanediyl), .alpha.-9-(Z)-octadecenyl-.omega.-hydroxy (4 mol EO average molar ratio)",,EMULSIFYING,15/10/2010
78011,OLETH-40,,, 9004-98-2,"Poly(oxy-1,2-ethanediyl), .alpha.-9-(Z)-octadecenyl-.omega.-hydroxy (40 mol EO average molar ratio)",,"CLEANSING, EMULSIFYING, SURFACTANT",24/01/2011
78012,OLETH-44,,, 9004-98-2,"Poly(oxy-1,2-ethanediyl), .alpha.-9-(Z)-octadecenyl-.omega.-hydroxy (44 mol EO average molar ratio)",,"CLEANSING, SURFACTANT",15/10/2010
78013,OLETH-5,,, 9004-98-2,"Poly(oxy-1,2-ethanediyl), .alpha.-9-(Z)-octadecenyl-.omega.-hydroxy (5 mol EO average molar ratio)",,EMULSIFYING,15/10/2010
78015,OLETH-50,,, 9004-98-2,"Poly(oxy-1,2-ethanediyl), .alpha.-9-(Z)-octadecenyl-.omega.-hydroxy (50 mol EO average molar ratio)",,"CLEANSING, SURFACTANT",15/10/2010
78016,OLETH-6,,, 9004-98-2,"Poly(oxy-1,2-ethanediyl), .alpha.-9-(Z)-octadecenyl-.omega.-hydroxy (6 mol EO average molar ratio)",,EMULSIFYING,15/10/2010
78018,OLETH-7,,, 9004-98-2,"Poly(oxy-1,2-ethanediyl), .alpha.-9-(Z)-octadecenyl-.omega.-hydroxy (7 mol EO average molar ratio)",,EMULSIFYING,15/10/2010
78019,OLETH-8,,, 9004-98-2,"Poly(oxy-1,2-ethanediyl), .alpha.-9-(Z)-octadecenyl-.omega.-hydroxy (8 mol EO average molar ratio)",,EMULSIFYING,15/10/2010
57781,OLETH-82,,, 9004-98-2,"Poly(oxy-1,2-ethanediyl), .alpha.-9-(Z)-octadecenyl-.omega.-hydroxy (82 mol EO average molar ratio)",,"CLEANSING, SURFACTANT",15/10/2010
78020,OLETH-9,,, 9004-98-2,"Poly(oxy-1,2-ethanediyl), .alpha.-9-(Z)-octadecenyl-.omega.-hydroxy (9 mol EO average molar ratio)",,EMULSIFYING,15/10/2010
77279,PEG-7 RICINOLEATE,,, 9004-97-1,"Poly(oxy-1,2-ethanediyl), .alpha.-(12-hydroxy-1-oxo-9-octadecenyl)-.omega.-hydroxy-, [R-(Z)]- (7 mol EO average molar ratio)",,EMULSIFYING,15/10/2010
77394,PEG-8 RICINOLEATE,,, 9004-97-1,"Poly(oxy-1,2-ethanediyl), .alpha.-(12-hydroxy-1-oxo-9-octadecenyl)-.omega.-hydroxy-, [R-(Z)]- (8 mol EO average molar ratio)",,SURFACTANT,15/10/2010
77494,PEG-9 RICINOLEATE,,, 9004-97-1,"Poly(oxy-1,2-ethanediyl), .alpha.-(12-hydroxy-1-oxo-9-octadecenyl)-.omega.-hydroxy-, [R-(Z)] (9 mol EO average molar ratio)",,SURFACTANT,15/10/2010
77360,PEG-10 OLEATE,,, 9004-96-0,"Poly(oxy-1,2-ethanediyl), .alpha.-(1-oxo-9-octadecenyl)-.omega.-hydroxy-, (Z)- (10 mol EO average molar ratio)",,EMULSIFYING,15/10/2010
77460,PEG-11 OLEATE,,, 9004-96-0,"Poly(oxy-1,2-ethanediyl), .alpha.-(1-oxo-9-octadecenyl)-.omega.-hydroxy-, (Z)- (11 mol EO average molar ratio)",,EMULSIFYING,15/10/2010
77475,PEG-12 OLEATE,,, 9004-96-0,"Poly(oxy-1,2-ethanediyl), .alpha.-(1-oxo-9-octadecenyl)-.omega.-hydroxy-, (Z)- (12 mol EO average molar ratio)",,EMULSIFYING,15/10/2010
77557,PEG-14 OLEATE,,, 9004-96-0,"Poly(oxy-1,2-ethanediyl), .alpha.-(1-oxo-9-octadecenyl)-.omega.-hydroxy-, (Z)- (14 mol EO average molar ratio)",,EMULSIFYING,15/10/2010
77704,PEG-15 OLEATE,,, 9004-96-0,"Poly(oxy-1,2-ethanediyl), .alpha.-(1-oxo-9-octadecenyl)-.omega.-hydroxy-, (Z)- (15 mol EO average molar ratio)",,EMULSIFYING,15/10/2010
77718,PEG-150 OLEATE,,, 9004-96-0,"Poly(oxy-1,2-ethanediyl), .alpha.-(1-oxo-9-octadecenyl)-.omega.-hydroxy-, (Z)- (150 mol EO average molar ratio)",,SURFACTANT,15/10/2010
77804,PEG-16 OLEATE,,, 9004-96-0,"Poly(oxy-1,2-ethanediyl), .alpha.-(1-oxo-9-octadecenyl)-.omega.-hydroxy-, (Z)- (16 mol EO average molar ratio)",,EMULSIFYING,15/10/2010
77931,PEG-2 OLEATE SE,,, 9004-96-0,"9-(Z)-octadecenoic acid, ethoxylated, neutralised (2 mol EO average molar ratio)",,EMULSIFYING,15/10/2010
78050,PEG-20 OLEATE,,, 9004-96-0,"Poly(oxy-1,2-ethanediyl), .alpha.-(1-oxo-9-octadecenyl)-.omega.-hydroxy-, (Z)- (20 mol EO average molar ratio)",,"EMULSIFYING, SURFACTANT",24/01/2011
78118,PEG-23 OLEATE,,, 9004-96-0,"Poly(oxy-1,2-ethanediyl), .alpha.-(1-oxo-9-octadecenyl)-.omega.-hydroxy-, (Z)- (23 mol EO average molar ratio)",,"EMULSIFYING, SURFACTANT",24/01/2011
78216,PEG-3 OLEATE,,, 9004-96-0,"Poly(oxy-1,2-ethanediyl), .alpha.-(1-oxo-9-(Z)-octadecenoate-.omega.-hydroxy- (3 mol EO average molar ratio)",,EMULSIFYING,15/10/2010
78310,PEG-32 OLEATE,,, 9004-96-0,"Poly(oxy-1,2-ethanediyl), .alpha.-(1-oxo-9-octadecenyl)-.omega.-hydroxy-, (Z)- (32 mol EO average molar ratio)",,"EMULSIFYING, SURFACTANT",24/01/2011
78320,PEG-36 OLEATE,,, 9004-96-0,"Poly(oxy-1,2-ethanediyl), .alpha.-(1-oxo-9-octadecenyl)-.omega.-hydroxy-, (Z)- (36 mol EO average molar ratio)",,"EMULSIFYING, SURFACTANT",24/01/2011
78439,PEG-4 OLEATE,,, 9004-96-0,"Poly(oxy-1,2-ethanediyl), .alpha.-(1-oxo-9-(Z)-octadecenoate-.omega.-hydroxy- (4 mol EO average molar ratio)",,EMULSIFYING,15/10/2010
77022,PEG-5 OLEATE,,, 9004-96-0,"Poly(oxy-1,2-ethanediyl), .alpha.-(1-oxo-9-octadecenyl)-.omega.-hydroxy-, (Z)- (5 mol EO average molar ratio)",,EMULSIFYING,15/10/2010
77207,PEG-6 OLEATE,,, 9004-96-0,"Poly(oxy-1,2-ethanediyl), .alpha.-(1-oxo-9-octadecenyl)-.omega.-hydroxy-, (Z)- (6 mol EO average molar ratio)",,"EMULSIFYING, SURFACTANT",15/10/2010
77278,PEG-7 OLEATE,,, 9004-96-0,"Poly(oxy-1,2-ethanediyl), .alpha.-(1-oxo-9-octadecenyl)-.omega.-hydroxy-, (Z)- (7 mol EO average molar ratio)",,"EMULSIFYING, SURFACTANT",15/10/2010
77294,PEG-75 OLEATE,,, 9004-96-0,"Poly(oxy-1,2-ethanediyl), .alpha.-(1-oxo-9-octadecenyl)-.omega.-hydroxy-, (Z)- (75 mol EO average molar ratio)",,SURFACTANT,15/10/2010
77391,PEG-8 OLEATE,,, 9004-96-0,"Poly(oxy-1,2-ethanediyl), .alpha.-(1-oxo-9-octadecenyl)-.omega.-hydroxy-, (Z)- (8 mol EO average molar ratio)",,EMULSIFYING,15/10/2010
77493,PEG-9 OLEATE,,, 9004-96-0,"Poly(oxy-1,2-ethanediyl), .alpha.-(1-oxo-9-octadecenyl)-.omega.-hydroxy-, (Z)- (9 mol EO average molar ratio)",,EMULSIFYING,15/10/2010
75145,CETETH-12,,, 9004-95-9 / 94159-75-8,"3,6,9,12,15,18,21,24,27,30,33,36-dodecaoxapentacontan-1-ol",,"EMULSIFYING, SURFACTANT",15/10/2010
75155,CETETH-4,,, 9004-95-9 / 5274-63-5,"Poly(oxy-1,2-ethanediyl), .alpha.-hexadecyl-.omega.-hydroxy- (4 mol EO average molar ratio)",,"EMULSIFYING, SURFACTANT",15/10/2010
75158,CETETH-6,,, 9004-95-9 / 5168-91-2,"Poly(oxy-1,2-ethanediyl), .alpha.-hexadecyl-.omega.-hydroxy- (6 mol EO average molar ratio)",,"EMULSIFYING, SURFACTANT",15/10/2010
75153,CETETH-3,,, 9004-95-9 / 4484-59-7,"Poly(oxy-1,2-ethanediyl), .alpha.-hexadecyl-.omega.-hydroxy- (3 mol EO average molar ratio)",,"EMULSIFYING, SURFACTANT",15/10/2010
75157,CETETH-5,,, 9004-95-9 / 4478-97-1,"Poly(oxy-1,2-ethanediyl), .alpha.-hexadecyl-.omega.-hydroxy- (5 mol EO average molar ratio)",,"EMULSIFYING, SURFACTANT",15/10/2010
75143,CETETH-10,,, 9004-95-9 / 14529-40-9,"Poly(oxy-1,2-ethanediyl), .alpha.-hexadecyl-.omega.-hydroxy- (10 mol EO average molar ratio)",,"EMULSIFYING, SURFACTANT",15/10/2010
55342,CETETH-13,,, 9004-95-9,"Poly(oxy-1,2-ethanediyl), .alpha.-hexadecyl-.omega.-hydroxy- (13 mol EO average molar ratio)",,"EMULSIFYING, SURFACTANT",15/10/2010
